_id,LOC_ID,LOC_NAME,AUSPICE,ADDRESS,PCODE,ward,PHONE,bldg_type,BLDGNAME,IGSPACE,TGSPACE,PGSPACE,KGSPACE,SGSPACE,TOTSPACE,subsidy,run_date,geometry
478,6620,Shaawnong Aboriginal Head Start,Non Profit Agency,935 DUNDAS ST E,M4M 1R4,14,(416) 969-8510x3059,Public Elementary School,Dundas Junior  Public School,0,0,16,0,0,16,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.348686332, 43.662077745)}"
479,6624,Kids Club (Day Care Connection),Non Profit Agency,780 KINGSTON RD,M4E 1R7,19,(416) 693-6596,Catholic Elementary School,St. John Catholic School,0,0,0,26,83,109,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.294568676, 43.68022438)}"
480,6628,North Yonge Infant Nursery,Commercial Agency,27 MELROSE AVE,M5M 1Y6,8,(416) 481-8900,House,,10,15,0,0,0,25,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4050446539, 43.7325780634)}"
481,6630,North Yonge Preschool,Commercial Agency,25 MELROSE AVE,M5M 1Y6,8,(416) 481-8900,House,,0,0,32,0,0,32,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.404971977, 43.7325592613)}"
482,6632,A Place To Play Nursery School Of Bloor West Village,Non Profit Agency,680 ANNETTE ST,M6S 2C8,4,(416) 767-6650,Place of Worship,Runnymede Presbyterian,0,0,16,0,0,16,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4850175755, 43.659346674800005)}"
483,6636,Beaches Co-Operative Playschool Inc.,Non Profit Agency,975 KINGSTON RD,M4E 1T1,19,(416) 690-9935,Place of Worship,Kingston Road United Church,0,15,24,0,0,39,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.2865696601, 43.6802217651)}"
484,6638,Miles Nadal Community Centre Nursery School,Non Profit Agency,750 SPADINA AVE,M5S 2J2,11,(416) 924-6211x6119,Community/Recreation Centre,Miles Nadal Jewish Community Centre,0,45,56,16,120,237,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.404065499, 43.6662151687)}"
485,6640,Bloor West Nursery School,Non Profit Agency,432 RUNNYMEDE RD,M6S 2Y8,4,(416) 767-6729x103,Place of Worship,Runnymede United Church,0,0,16,0,0,16,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4792143879, 43.6568101487)}"
486,6648,Community Centre 55 - Children Services (97 Main Street),Non Profit Agency,97 MAIN ST,M4E 2V6,19,(416) 691-1113x231,Community/Recreation Centre,Community Centre 55,0,0,16,18,17,51,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.2991340533, 43.6821017295)}"
487,6652,Dover Gardens Nursery School,Non Profit Agency,228 BARTLETT AVE,M6H 3G4,9,(416) 533-7337,Public Elementary School,Dovercourt Public School,0,0,16,0,0,16,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4357822098, 43.6667441922)}"
488,6660,The Clover School,Commercial Agency,3180 BATHURST ST,M6A 2A9,8,(416) 781-1559,Place of Worship,,0,20,94,0,0,114,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.431249076, 43.722665488)}"
489,6674,Leroux Froebel Bilingual School,Commercial Agency,72 MAIN ST,M4E 2V7,19,(416) 698-1923,Place of Worship,Calvary Baptist Church,0,10,33,19,27,89,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.299243703, 43.680983142)}"
490,6676,Little Tots' Manor,Commercial Agency,211 BELSIZE DR,M4S 1M3,15,(416) 485-5515,House,,10,37,28,0,0,75,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.386810635, 43.7025024742)}"
491,6680,Manor Road Co-Operative Nursery School,Non Profit Agency,111 MANOR RD E,M4S 1R4,12,(416) 489-9554,Place of Worship,The Church Of The Transfiguration,0,0,16,0,0,16,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3912573401, 43.7032852927)}"
492,6682,McMurrich Co-Op Play School,Non Profit Agency,115 WINONA DR,M6G 3S8,12,(416) 738-9456,Public Elementary School,McMurrich Public School,0,0,16,0,0,16,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4310652081, 43.6780849553)}"
493,6686,Montessori St Clair,Non Profit Agency,25 ALVIN AVE,M4T 2A7,12,(416) 927-1958,House,Montessori For Children,0,0,48,0,0,48,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.392672134, 43.689307751)}"
494,6690,Sisters Of Our Lady Of Mount Carmel,Non Profit Agency,2700 JANE ST,M3L 1S4,7,(416) 749-5545,Other,,10,15,40,15,15,95,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.5143712366, 43.7415567499)}"
495,6692,My School Co-Op Nursery School,Non Profit Agency,116 FERMANAGH AVE,M6R 1M2,4,(416) 516-2397,Catholic Elementary School,St. Vincent De Paul,0,0,22,0,0,22,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4479262725, 43.6468378426)}"
496,6697,Oriole Nursery School,Non Profit Agency,1570 YONGE ST,M4T 1Z8,12,(416) 960-1293,Place of Worship,Christ Church Deer Park,0,0,24,0,0,24,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3958133541, 43.6902798306)}"
497,6703,Sadochok Preschool Centre,Non Profit Agency,35 WEST DEANE PARK DR,M9B 2R5,2,(416) 626-7195,Catholic Elementary School,Joseph Cardinal Slipyj Catholic School,0,10,32,0,0,42,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.566028697, 43.6594837738)}"
498,6705,The Scott Mission Child Care Centre,Non Profit Agency,1550 O CONNOR DR,M4B 2V3,19,(416) 923-4680x510,Purpose Built,The Scott Mission,10,15,16,0,0,41,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3064675551, 43.7143881788)}"
499,6709,St. Alban's Boys And Girls Club Preschool,Non Profit Agency,843 PALMERSTON AVE,M6G 2R8,11,(416) 534-8461,Community/Recreation Centre,St Alban's Boys And Girls Club,0,25,44,0,0,69,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.415679242, 43.671409987000004)}"
500,6711,St. Clement's Early Learning School,Commercial Agency,70 ST CLEMENTS AVE,M4R 1H2,8,(416) 489-0822,Place of Worship,St. Clement's Anglican Church,0,0,55,0,0,55,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.401793778, 43.712610874)}"
501,6713,Stepping Stones Day Nursery,Commercial Agency,342 RUNNYMEDE RD,M6S 2Y6,4,(416) 769-9719,House,,0,15,24,0,0,39,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.477879152, 43.654233216)}"
502,6715,The Creative Preschool Of East Toronto,Non Profit Agency,16 PHIN AVE,M4J 3T2,14,(416) 465-3865,Public High School,Eastern Commerce Collegiate Institute,0,0,44,0,0,44,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.336636055, 43.679140236)}"
503,6719,Ranleigh Rascals,Non Profit Agency,81 RANLEIGH AVE,M4N 1X2,15,(416) 487-2373,Public Elementary School,Bedford Park Public School,0,0,16,60,110,186,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.400278367, 43.72779826)}"
504,6723,Time For Play Nursery School,Non Profit Agency,125 EVELYN CRES,M6P 3E3,4,(416) 769-1550,Public High School,Western Technical Commercial High School,0,0,16,0,0,16,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.474581515, 43.657091487)}"
505,6731,Ukrainian Co-Op Nursery School,Non Profit Agency,516 THE KINGSWAY,M9A 3W6,2,(416) 763-2922,Place of Worship,St. Paul's,0,15,20,13,0,48,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.5481942972, 43.6735849789)}"
506,6744,Toronto Hebrew Congregation/Holy Blossom Temple Preschool,Non Profit Agency,1950 BATHURST ST,M5P 3K9,12,(416) 789-3291,Synagogue,Holy Blossom Temple,0,40,40,0,0,80,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4252634693, 43.6982858229)}"
507,6746,Humbercrest Co-Operative Nursery School,Non Profit Agency,569 JANE ST,M6S 4A3,4,(416) 763-7309,Public High School,Runnymede Collegiate,0,0,14,0,0,14,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4898146564, 43.6635408493)}"
508,6752,St. Bernadette's Family Resource Centre,Non Profit Agency,20 BANSLEY AVE,M6E 2A2,12,(416) 397-6300,Catholic Elementary School,D'Arcy McGee,0,10,16,0,30,56,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4429148435, 43.6922642125)}"
509,6777,Huron Playschool Co-Operative,Non Profit Agency,383 HURON ST,M5S 2G5,11,(416) 977-1109,Place of Worship,St. Thomas Anglican Church,0,0,20,0,0,20,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.400741945, 43.665917142)}"
510,6789,Banting And Best Schoolage Satellite(255 Alton Towers),Non Profit Agency,255 ALTON TOWERS CIR,M1V 4E7,23,(416) 291-6163,Catholic Elementary School,Prince Of Peace Catholic School,0,0,0,13,30,43,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.2789475262, 43.8253976827)}"
511,6809,Yes I Can Nursery School,Non Profit Agency,25 OLD YORK MILLS RD,M2P 1B5,15,(416) 486-4911,Place of Worship,,0,0,24,0,0,24,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4043124, 43.74340394)}"
512,6860,Gibraltar Point Day Nursery Inc.,Non Profit Agency,30 CENTRE ISLAND PK,M5J 2E9,10,(416) 393-1912,Public Elementary School,Island Public & Natural Science School,0,0,16,0,0,16,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3783913628, 43.6157088532)}"
513,6899,Rosedale Moore Park Association/Mooredale Preschool - Main House,Non Profit Agency,146 CRESCENT RD,M4W 1V2,11,(416) 922-3714x113,Community/Recreation Centre,Mooredale House,0,15,16,0,0,31,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.380410055, 43.678549972)}"
514,6953,Rene Gordon School Age Ymca,Non Profit Agency,20 KAREN RD,M3A 3L6,16,(416) 293-3020,Public Elementary School,Rene Gordon Public School,0,0,0,13,30,43,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.340143062, 43.761903038)}"
515,7055,York Mills Child Care Centre,Commercial Agency,1200 YORK MILLS RD,M3A 1X8,16,(416) 449-9453,High Rise Apartment,,10,20,40,0,0,70,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3350153122, 43.759658618)}"
516,7108,Phoenix Montessori School,Commercial Agency,2 STATION RD,M8V 2P9,3,(416) 695-1212,Public (school closed),The Phoenix Montessori School,10,26,13,78,0,127,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4936853466, 43.6129950131)}"
517,7111,Bowmore,Non Profit Agency,80 BOWMORE RD,M4L 3J2,19,(416) 465-6678,Public Elementary School,Bowmore Public School,0,0,37,52,0,89,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.314491719, 43.676063663)}"
518,7230,Hillside Montessori School,Commercial Agency,76 ANGLESEY BLVD,M9A 3C1,2,(416) 695-3466,Place of Worship,Humber Valley United Church,0,0,24,0,0,24,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.5289902912, 43.6651457866)}"
519,7236,Ikebata Nursery School,Commercial Agency,6 GARAMOND CRT,M3C 1Z5,16,(416) 510-1441,Community/Rec Centre - Private,Japanese Cultural Centre,0,15,66,0,0,81,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.334995643, 43.726380684000006)}"
520,7382,Centennial Infant And Child Centre,Non Profit Agency,1580 YONGE ST,M4T 1Z8,12,(416) 935-0200x231,Purpose Built,,0,0,32,0,0,32,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3954776588, 43.6905736139)}"
521,7491,Learning Garden Childcare,Commercial Agency,69 SIX POINT RD,M8Z 2X3,3,(416) 231-8998,Commercial Building,Commercial Retrofit - Single Unit,0,10,46,0,0,56,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.52403469900001, 43.635910085)}"
522,7505,The Rec Room Before & After School Program,Commercial Agency,255 ROYAL YORK RD,M8V 2V8,3,(416) 253-8553,Community Rec/Centre - Board Run,Mimico Adult Centre,0,0,72,0,108,180,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.496646228, 43.613076331)}"
523,7528,My Little School,Commercial Agency,1492 VICTORIA PARK AVE,M4A 2M6,16,(416) 755-0305,Other,,10,15,24,0,20,69,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.30263787670002, 43.7237048827)}"
524,7549,Plasp St. Pius X Catholic School,Non Profit Agency,71 JANE ST,M6S 3Y3,4,(888) 739-4102,Catholic Elementary School,St. Pius X,0,0,0,13,45,58,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4847166048, 43.651285804000004)}"
525,7561,One Step At A Time Child Care Ltd.,Commercial Agency,21 QUEBEC AVE,M6P 2T3,4,(416) 767-1897,House,,0,15,19,0,0,34,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.466835241, 43.65372342)}"
526,7652,Friendly Little Campus Daycare 2,Commercial Agency,63 ORCHARD PARK DR,M1E 3T8,25,(416) 282-5556,Purpose Built,,20,30,32,0,0,82,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.1807113416, 43.7751965143)}"
527,7689,Rawlinson B & A School Program,Non Profit Agency,231 GLENHOLME AVE,M6E 3C7,9,(647) 207-3037,Public Elementary School,Rawlinson Community School,0,0,0,52,90,142,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4400466717, 43.6839856509)}"
528,7693,King George B & A School Program,Non Profit Agency,25 REXFORD RD,M6S 2M2,4,(647) 567-5074,Public Elementary School,King George Junior Public School,0,0,0,26,45,71,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.486886751, 43.663162689)}"
529,7699,Weston Memorial B & A School Program,Non Profit Agency,200 JOHN ST,M9N 1K2,5,(416) 658-9244,Public Elementary School,Weston Memorial Junior Public School,0,0,0,26,30,56,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.5093332103, 43.7059867365)}"
530,7708,Garderie La Farandole - Pierre Elliott Trudeau,Non Profit Agency,77 GRACE ST,M6J 2S4,11,(416) 603-6062,Public Elementary (French),Ecole Elementaire Pierre Elliott Trudeau,0,10,24,39,60,133,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.414544107, 43.653067599)}"
531,7712,Scarborough Citadel Child Care,Non Profit Agency,2021 LAWRENCE AVE E,M1R 2Z2,21,(416) 759-1721x4,Church,Salvation Army Scarborough Citadel Corp.,10,15,24,0,0,49,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.2950132185, 43.7450563709)}"
532,7766,Maplewood Before And After School Care,Non Profit Agency,15 CHERRYWOOD AVE,M6C 2X4,12,(416) 654-2498,Public Elementary School,Humewood Community School,0,0,0,0,60,60,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4280237018, 43.6866436809)}"
533,7818,Ascot Avenue Community Day Care,Non Profit Agency,95 REGAL RD,M6H 2J6,9,(416) 653-7760,Public Elementary School,Regal Road Public School,0,0,0,78,75,153,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.440063285, 43.673775167)}"
534,7939,Plasp Holy Angels Catholic School,Non Profit Agency,100 ALLANHURST DR,M9A 4K4,2,(888) 739-4102,Catholic Elementary School,Holy Angels Catholic School,0,0,0,13,30,43,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.519473519, 43.680147631)}"
535,7978,Future Stars Child Care Centre,Commercial Agency,3895 LAWRENCE AVE E,M1G 3T3,24,(416) 431-3898,High Rise Apartment,,0,0,24,0,28,52,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.2079803013, 43.7631364672)}"
536,7981,Petite Maison Montessori,Commercial Agency,126 O CONNOR DR,M4K 2K7,14,(416) 429-0507,Place of Worship,Don Mills United Church,0,0,48,10,0,58,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3507393403, 43.693471332)}"
537,7987,Broadlands School Age Program Ymca,Non Profit Agency,106 BROADLANDS BLVD,M3A 1J7,16,(416) 229-6324,Public Elementary School,Broadlands Public School,0,0,0,13,45,58,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.316462275, 43.745727722)}"
538,8162,Growing Steps Child Care Centre,Non Profit Agency,4105 LAWRENCE AVE E,M1E 2S2,24,(416) 438-5989,Purpose Built,Growing Tykes Learning Centre,30,40,72,0,0,142,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.19521008, 43.766151054)}"
539,8163,Parkdale Early Learning Centre - CDI - 119 Close Ave.,Non Profit Agency,119 CLOSE AVE,M6K 2V2,4,(416) 535-6116,House,,10,15,24,0,0,49,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.434310022, 43.637102709)}"
540,8168,St. Robert School Age Ymca,Non Profit Agency,70 BAINBRIDGE AVE,M3H 2K2,6,(437) 225-8035,Catholic Elementary School,St. Robert Catholic School,0,0,0,26,60,86,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.444145181, 43.749657532)}"
541,8169,Carousel Child Care Development Centre,Commercial Agency,623 FINCH AVE W,M2R 3V4,6,(416) 636-0614,High Rise Apartment,,0,14,32,0,0,46,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.45390216, 43.770916893)}"
542,8198,Play And Grow Child Care Centre,Non Profit Agency,227 DREWRY AVE,M2M 1E3,18,(416) 395-5098,Public Elementary School,R J Lang Public School,0,0,0,26,45,71,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4265137302, 43.7834939824)}"
543,8200,Avalon Children's Montessori School,Commercial Agency,31 WOOD GLEN RD,M1N 2V8,20,(416) 690-7744,Place of Worship,Fallingbrook Presbyterian Church,0,0,31,0,0,31,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.2755039762, 43.6840507825)}"
544,8205,Montessori Jewish Day School Of Toronto,Non Profit Agency,55 YEOMANS RD,M3H 3J7,6,(416) 784-5071,Synagogue,Beth David Synagogue,0,15,22,23,0,60,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4398430913, 43.7492594631)}"
545,8258,Apple Day Care Centre,Commercial Agency,3434 EGLINTON AVE E,M1J 2J1,24,(416) 264-3158,High Rise Apartment,,6,10,24,0,15,55,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.2112167788, 43.74562160560001)}"
546,8477,Birchmount Bluffs Neighbourhood Centre,Non Profit Agency,93 BIRCHMOUNT RD,M1N 3J7,20,(416) 396-4308,Purpose Built,Birchmount Bluffs Neighbourhood Centre,0,0,16,0,0,16,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.2631112069, 43.6956326125)}"
547,8570,Kids Zone Daycare Inc.,Commercial Agency,123 GLENDALE AVE,M6R 2T3,4,(416) 534-1758,House,,0,15,36,0,0,51,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4508037883, 43.6425569464)}"
548,8703,"St. Bartholomew's Children's Centre, Regent Park Inc.",Non Profit Agency,509 DUNDAS ST E,M5A 3V3,13,(416) 368-6375,Place of Worship,St. Bartholomew's Anglican Church,0,0,0,0,30,30,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.363904214, 43.659721536)}"
549,8743,Muppets Children's Centre 316,Commercial Agency,316 MAIN ST,M4C 4X7,19,(416) 688-2515,House,,6,20,0,0,0,26,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.302406039, 43.688736414)}"
550,8823,Grace Christian School - Day Nursery,Non Profit Agency,201 TEMPO AVE,M2H 2R9,17,(416) 502-1540,Place of Worship,,10,25,80,0,0,115,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.3397704469, 43.8052990562)}"
551,8826,Plasp Islington Junior Middle School,Non Profit Agency,44 CORDOVA AVE,M9A 2H5,3,(888) 739-4102,Public Elementary School,Islington Junior Middle School,0,0,0,26,45,71,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.527946686, 43.647482818)}"
552,8827,Plasp St. Elizabeth Catholic School,Non Profit Agency,5 REDCAR AVE,M9B 1J8,3,(888) 739-4102,Catholic Elementary School,St. Elizabeth Catholic School,0,0,0,0,30,30,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.557453673, 43.635155164)}"
553,8905,Rhyme & Reason Day Care,Commercial Agency,474 BROWNS LINE,M8W 3T9,3,(416) 255-3008,Purpose Built,Child Care Centre - Single Unit,0,10,26,0,20,56,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.5461132354, 43.6026620321)}"
554,8929,N.Y.A.D. Midland,Non Profit Agency,720 MIDLAND AVE,M1K 4C9,20,(416) 264-8050,Public High School,Scarborough Centre For Alternative Studies,10,20,24,0,0,54,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.256586692, 43.72836051200001)}"
555,8930,Kids' Ville Nursery School,Commercial Agency,31 ST DENNIS DR,M3C 1G7,16,(416) 421-1993,High Rise Apartment,,10,15,16,16,0,57,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.329585029, 43.718572186)}"
556,9001,Forest Grove Montessori Preschool,Commercial Agency,43 FOREST GROVE DR,M2K 1Z4,17,(416) 225-1666,Place of Worship,Forest Grove United Church,0,6,29,0,0,35,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.3792651027, 43.7793979661)}"
557,9017,Northwest Childhood Learning Centre,Commercial Agency,2978 ISLINGTON AVE,M9L 2K6,7,(416) 740-2888,Other,,0,15,32,0,0,47,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.5712192996, 43.758654068)}"
558,9240,Finch Business Park Child Care,Commercial Agency,1183A FINCH AVE W,M3J 2G3,6,(416) 739-1478,Other,,20,30,48,0,0,98,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4831622247, 43.7649852746)}"
559,9294,Le Petit Chaperon Rouge - Coxwell,Non Profit Agency,419 COXWELL AVE,M4L 3B9,19,(416) 463-3955,Low Rise Apartment,,6,15,48,0,0,69,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.320512949, 43.677246214)}"
560,9320,Plasp St. Cecilia Catholic School,Non Profit Agency,355 ANNETTE ST,M6P 1R3,4,(888) 739-4102,Catholic Elementary School,St. Cecilia Catholic School,0,0,0,26,60,86,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.474657944, 43.660794574)}"
561,9330,Garderie Mon Petit Jardin,Non Profit Agency,500 SANDHURST CIR,M1S 3Y7,23,(416) 397-6982,Catholic Elementary (French),Ecole St. Jean De Lalande,6,10,16,26,45,103,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.264091476, 43.8047586383)}"
562,9373,Head Start Montessori,Commercial Agency,2235 SHEPPARD AVE E,M2J 5B5,17,(416) 756-7300,Place of Worship,Garden Church,10,30,24,0,0,64,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.32785296, 43.772724647)}"
563,9433,Yorktown Montessori School,Commercial Agency,349 KENNETH AVE,M2N 4V9,18,(416) 226-6932,Place of Worship,Willowdale United Church,0,0,30,0,11,41,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4098254553, 43.7757969062)}"
564,9444,North Toronto Early Years Learning Centre-Bedford,Commercial Agency,11 BEDFORD PARK AVE,M5M 1H8,8,(416) 544-0133,Place of Worship,North Toronto Early Years Learning Centre,0,9,30,0,0,39,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4035164512, 43.7271119912)}"
565,9456,Wilmington Best Schoolage Satellite Centre,Non Profit Agency,285 WILMINGTON AVE,M3H 5K8,6,(416) 633-2665,Public Elementary School,Charles H. Best East Public School,0,0,0,0,30,30,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.458630234, 43.767445246)}"
566,9462,St. Vincent Sunshine,Non Profit Agency,116 FERMANAGH AVE,M6R 1M2,4,(416) 532-0428,Catholic Elementary School,St. Vincent De Paul,0,0,0,20,30,50,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4479262725, 43.6468378426)}"
567,9465,Mackie Sunshine Childcare Inc. - St. Denis Sunshine,Non Profit Agency,67 BALSAM AVE,M4E 3B8,19,(416) 434-9146,Catholic Elementary School,St. Denis Catholic School (Jr),0,0,0,0,30,30,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.28990762, 43.672998343)}"
568,9467,The Village Shul And Learning Centre Of Toronto,Non Profit Agency,1072 EGLINTON AVE W,M6C 2E2,8,(416) 785-1107,Place of Worship,The Village Shul,0,30,24,0,0,54,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.43143778730001, 43.69999512030001)}"
569,9470,Norseman Jr Ymca,Non Profit Agency,80 LOTHIAN AVE,M8Z 4K5,3,(416) 917-8900,Community/Rec Centre - City,Fairfield Senior Centre,0,0,16,0,0,16,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.519311798, 43.639678028)}"
570,9471,Norseman School Age Program (Ymca),Non Profit Agency,105 NORSEMAN ST,M8Z 2R1,3,(416) 917-8900,Public Elementary School,Norseman Public School,0,0,0,78,150,228,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.51632975, 43.63430526)}"
571,9536,Pineway Child Care Learning Center,Non Profit Agency,110 PINEWAY BLVD,M2H 1A8,17,(416) 225-7156,Public Elementary School,Pineway Public School,0,15,48,26,30,119,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.374515527, 43.796417773)}"
572,9540,Bruce Woodgreen Early Learning Centre,Non Profit Agency,51 LARCHMOUNT AVE,M4M 2Y6,14,(416) 645-6000x1158,Public Elementary School,Bruce Public School,0,15,24,52,60,151,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.33333606, 43.661035814)}"
573,9573,Teddy Bear Educare Advance,Commercial Agency,86 ADVANCE RD,M8Z 2T7,3,(416) 236-3308,Commercial Building,Single Unit,0,25,24,0,0,49,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.5233839337, 43.6353279054)}"
574,9595,City Kids Early Learning & Child Care Centre,Public (City Operated) Agency,34 BATHURST ST,M5V 3W3,10,(416) 392-0932,Purpose Built,,20,20,32,0,0,72,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.401981572, 43.641253586)}"
575,9607,Children's Magic Moments Child Care And Nursery School,Commercial Agency,98 BRAEMAR AVE,M5P 2L4,12,(416) 488-0114,Purpose Built,,10,15,24,0,0,49,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.409378208, 43.7029717656)}"
576,9608,Sunnyside Day Care - Roncesvalles,Commercial Agency,10 HIGH PARK BLVD,M6R 1M4,4,(416) 538-9654,House,,20,30,32,0,0,82,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.450475676, 43.646395655800006)}"
577,9633,Treasured Moments - Bloor,Commercial Agency,3107 BLOOR ST W,M8X 1E2,3,(416) 234-0303,Commercial Building,,10,20,48,0,0,78,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.5160188144, 43.6460913846)}"
578,9658,Network Child Care Services - Wade Avenue Centre,Non Profit Agency,544 LANSDOWNE AVE,M6H 3Y5,9,(416) 530-0722x4052,High Rise Apartment,Tamil Co-Operative Homes Inc.,0,15,24,0,0,39,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.4434097198, 43.6593915105)}"
579,9679,Mackie Sunshine Child Care Inc.St. Joseph's Sunshine,Non Profit Agency,176 LESLIE ST,M4M 3C7,14,(416) 434-9146,Catholic Elementary School,St. Joseph's Catholic School,0,0,8,0,15,23,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.33189054800002, 43.66580807)}"
580,9703,The Beez Kneez  Lytton Park,Commercial Agency,1252 AVENUE RD,M5N 2G7,8,(416) 483-0705,House,House,0,10,28,0,0,38,N,06JUN22,"{'type': 'Point', 'coordinates': (-79.4122538919, 43.714523855)}"
581,9707,Growing Tykes Learning Centre,Non Profit Agency,5150 DUNDAS ST W,M9A 1C3,3,(416) 207-9259,Purpose Built,,20,35,64,0,0,119,Y,06JUN22,"{'type': 'Point', 'coordinates': (-79.5339742539, 43.643618508)}"
